INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 32200, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 5.5, actual clock drifts: [0.9495865963246022, -2.265382832782288, 0.08215585967782246, -5.023325871126307, -4.2679675466568945, -1.0999862458182195, -4.5699692985044305, -1.9345564857881312, 1.9143431439587832, -0.7136874922195231]
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [1, 10, 8, 15, 7, 7, 2, 6, 9, 9], "hlc": [921575, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [6, 3, 8, 9, 10, 13, 8, 8, 5, 10], "hlc": [921573, 12]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [13, 5, 6, 13, 5, 11, 7, 12, 8, 8], "hlc": [921575, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [6, 3, 6, 7, 5, 9, 10, 7, 5, 11], "hlc": [921574, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [14, 5, 6, 13, 5, 11, 7, 8, 8, 7], "hlc": [921576, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [1, 12, 8, 9, 7, 7, 2, 11, 9, 9], "hlc": [921575, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [6, 9, 16, 14, 7, 9, 9, 10, 9, 9], "hlc": [921575, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [1, 10, 8, 16, 7, 7, 2, 6, 9, 9], "hlc": [921575, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [6, 3, 8, 9, 11, 13, 8, 8, 5, 10], "hlc": [921573, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [1, 1, 5, 7, 5, 14, 2, 8, 3, 10], "hlc": [921574, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [6, 3, 6, 7, 5, 9, 11, 7, 5, 7], "hlc": [921573, 13]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [13, 5, 6, 13, 5, 11, 7, 13, 8, 8], "hlc": [921575, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [11, 5, 12, 13, 8, 9, 7, 10, 13, 8], "hlc": [921577, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [14, 13, 8, 13, 7, 11, 7, 11, 9, 9], "hlc": [921576, 1]}
