INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 41600, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 7.5, actual clock drifts: [-6.37760886140426, -4.677891036411449, 4.818395778005279, -1.867668897931563, -3.3327177088484916, -1.4985504667082843, 5.7418570015691, 0.8382237255644771, -6.3029917511800715, -2.816306075945107]
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [5, 11, 0, 5, 2, 6, 12, 6, 3, 4], "hlc": [921713, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [8, 17, 12, 8, 11, 10, 9, 9, 11, 8], "hlc": [921711, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [8, 14, 5, 7, 9, 6, 11, 9, 3, 13], "hlc": [921713, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [17, 21, 12, 8, 12, 10, 9, 13, 9, 11], "hlc": [921711, 11]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [8, 12, 17, 8, 9, 11, 10, 9, 7, 9], "hlc": [921713, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [8, 17, 18, 8, 11, 11, 10, 9, 11, 9], "hlc": [921713, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [15, 20, 12, 7, 14, 6, 9, 13, 5, 11], "hlc": [921711, 11]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [15, 20, 12, 7, 15, 6, 11, 13, 5, 13], "hlc": [921713, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [8, 12, 16, 7, 9, 8, 13, 9, 7, 9], "hlc": [921714, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [9, 11, 5, 5, 7, 6, 12, 14, 3, 4], "hlc": [921713, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [17, 22, 12, 8, 12, 10, 9, 13, 9, 11], "hlc": [921711, 12]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [15, 20, 12, 7, 16, 6, 11, 13, 5, 13], "hlc": [921713, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [8, 12, 16, 7, 9, 8, 14, 9, 7, 9], "hlc": [921714, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [8, 17, 12, 8, 11, 10, 9, 9, 12, 8], "hlc": [921711, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [8, 14, 5, 7, 9, 6, 11, 9, 3, 14], "hlc": [921713, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [18, 22, 12, 8, 12, 10, 9, 13, 9, 11], "hlc": [921711, 13]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [19, 22, 16, 8, 12, 10, 14, 13, 9, 11], "hlc": [921714, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [20, 22, 16, 8, 12, 10, 14, 13, 12, 11], "hlc": [921714, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [8, 14, 8, 8, 9, 12, 11, 9, 5, 14], "hlc": [921713, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [15, 20, 16, 7, 16, 8, 15, 13, 7, 13], "hlc": [921714, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [21, 22, 16, 8, 12, 10, 14, 13, 12, 11], "hlc": [921714, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [8, 17, 19, 8, 11, 11, 10, 9, 11, 9], "hlc": [921713, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [15, 20, 12, 7, 17, 6, 11, 13, 5, 13], "hlc": [921713, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [8, 14, 8, 8, 9, 13, 11, 9, 5, 14], "hlc": [921713, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [15, 20, 16, 7, 16, 8, 16, 13, 7, 13], "hlc": [921714, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [9, 11, 5, 5, 7, 6, 12, 15, 3, 4], "hlc": [921713, 3]}
