INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 38900, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 3.5, actual clock drifts: [0.451317948914463, -2.5030623254411446, 3.2688883761473253, 0.6052339151026747, -3.444486011903686, -3.0410168546161036, 1.7194204890545501, 2.3335325413453205, 2.038787694054383, 0.20562597648524283]
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [12, 14, 13, 12, 17, 10, 10, 10, 9, 11], "hlc": [921543, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [15, 5, 20, 3, 10, 6, 9, 11, 11, 11], "hlc": [921545, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [11, 8, 19, 10, 22, 6, 10, 8, 9, 9], "hlc": [921545, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [11, 8, 19, 10, 23, 6, 10, 12, 9, 11], "hlc": [921545, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [11, 5, 18, 7, 12, 13, 13, 8, 12, 9], "hlc": [921544, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [5, 8, 13, 10, 21, 6, 12, 5, 9, 14], "hlc": [921543, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [16, 5, 13, 3, 10, 6, 7, 11, 11, 11], "hlc": [921543, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [11, 8, 19, 10, 24, 6, 10, 12, 9, 11], "hlc": [921545, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [2, 3, 12, 7, 7, 4, 14, 1, 9, 6], "hlc": [921544, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [8, 5, 13, 3, 10, 6, 5, 13, 5, 11], "hlc": [921544, 1]}
